Driver ID,First Name,Last Name,Number of Violations,Number of Accidents,Marital Status,Gender,Miles to work,Primary Vehicle Use,Date of Birth
19293,Dale,Haghighi,4,0,S,M,20.0,Work,1992-08-16 00:00:00
19294,Marci,Quillian,3,0,S,M,7.0,Leisure,1967-06-06 00:00:00
19295,Jewell,Baller,1,0,D,M,24.0,Work,1971-02-14 00:00:00
19296,Kirstie,Kottsick,0,2,S,M,27.0,Work,1995-06-16 00:00:00
19297,Genie,Romaniello,3,1,S,F,6.0,Work,1990-11-23 00:00:00
19298,Wei,Dvorak,0,2,M,M,32.0,Work,1991-07-27 00:00:00
19299,Kristy,Fickas,1,1,S,F,27.0,Leisure,1992-07-06 00:00:00
19300,Dominique,Hacken,3,0,M,M,14.0,Work,1982-01-13 00:00:00
19301,Terina,Bister,2,0,S,F,9.0,Work,1994-11-18 00:00:00
19302,Harvey,Enger,4,0,S,M,28.0,Leisure,1973-11-13 00:00:00
19303,Arletta,Cordovano,0,1,S,F,3.0,Leisure,1966-10-08 00:00:00
19304,Darlene,Norskog,3,0,M,F,2.0,Work,1982-03-03 00:00:00
19305,Aaron,Holdaway,6,2,S,M,20.0,Work,1979-01-18 00:00:00
19306,Mickey,Detzel,5,1,M,M,31.0,Leisure,1974-01-24 00:00:00
19307,Machelle,Fundenberger,0,2,S,M,35.0,Leisure,1981-09-07 00:00:00
19308,Teddy,Rolston,3,0,S,M,6.0,Work,1999-03-28 00:00:00
19309,Michelina,Susman,4,0,M,F,24.0,Leisure,1987-07-18 00:00:00
19310,Odette,Mcmilliam,1,0,M,M,,Work, 
19311,Alphonse,Somsana,6,4,S,F,24.0,Work,1989-10-08 00:00:00
19312,Earle,Fazzina,5,0,M,M,8.0,Work,1962-04-27 00:00:00
19313,Jesusita,Skillicorn,0,0,S,M,21.0,Work,1958-06-19 00:00:00
19314,Russel,Lyness,2,0,S,F,20.0,Work,1979-01-20 00:00:00
19315,Sharen,Claybaugh,4,0,S,M,40.0,Leisure,1960-12-22 00:00:00
19316,Magdalena,Piscitello,1,0,M,F,12.0,Leisure,1976-02-19 00:00:00
19317,Angelo,Birner,0,0,S,M,13.0,Work,1962-10-15 00:00:00
19318,Andree,Njango,0,0,S,F,18.0,Work,1991-07-31 00:00:00
19319,Rhett,Lansberg,5,2,S,M,24.0,Leisure,1992-01-20 00:00:00
19320,Kiesha,Walle,3,1,M,F,7.0,Work,1970-06-29 00:00:00
19321,Wade,Berrio,3,0,S,M,7.0,Leisure,1989-10-17 00:00:00
19322,Shanell,Suehs,1,1,S,F,7.0,Leisure,1994-06-26 00:00:00
19323,Tyler,Gaumer,2,0,M,M,40.0,Leisure,1986-10-01 00:00:00
19324,Dusty,Lynne,4,2,S,M,1.0,Work,1996-12-03 00:00:00
19325,Maragret,Schnettler,1,0,S,F,4.0,Work,1982-12-26 00:00:00
19326,Jeniffer,Angert,3,1,S,M,,Leisure, 
19327,Germaine,Kutlu,4,1,S,M,14.0,Work,1990-05-21 00:00:00
19328,Marie,Geving,1,0,S,F,17.0,Work,1953-05-23 00:00:00
19329,Earleen,Pestronk,1,0,S,F,1.0,Leisure,1999-04-13 00:00:00
19330,Jaime,Sanjuan,0,0,M,M,9.0,Work,1995-01-24 00:00:00
19331,India,Dorph,0,1,S,M,35.0,Work,1962-06-08 00:00:00
19332,Dudley,Wears,1,1,S,M,39.0,Work,1988-10-04 00:00:00
19333,Ramonita,Drewery,3,0,S,F,25.0,Work,1989-07-10 00:00:00
19334,Shane,Gonalez,0,0,S,M,,Leisure, 
19335,Kina,Boushie,2,0,S,M,13.0,Work,1993-05-04 00:00:00
19336,Babara,Bump,5,2,D,F,23.0,Work,1986-05-06 00:00:00
19337,Bud,Hembre,1,1,S,M,4.0,Work,1968-05-17 00:00:00
19338,Donald,Jaquess,0,2,M,M,28.0,Work,1993-10-09 00:00:00
19339,Ivy,Vonasek,0,2,S,M,28.0,Leisure,1963-05-17 00:00:00
19340,Sherril,Echemendia,3,1,S,F,38.0,Leisure,1977-05-17 00:00:00
19341,Carry,Divenere,3,1,S,M,,Work, 
19342,Mei,Gornie,0,0,S,M,26.0,Leisure,1998-04-18 00:00:00
19343,Shala,Dreyfuss,2,0,S,M,20.0,Work,1953-03-08 00:00:00
19344,Jame,Biewald,5,0,M,M,26.0,Work,1961-01-14 00:00:00
19345,Fallon,Ewalt,3,1,D,M,6.0,Work,1968-10-06 00:00:00
19346,Felecia,Fleek,0,1,M,F,19.0,Work,1968-12-11 00:00:00
19347,Chang,Miers,3,0,M,M,15.0,Work,1971-05-14 00:00:00
19348,Debi,Barahona,3,1,M,M,8.0,Work,1974-08-24 00:00:00
19349,Delmy,Mcgahee,0,2,S,M,17.0,Leisure,1968-03-13 00:00:00
19350,Stuart,Verona,4,0,S,F,2.0,Work,1970-09-30 00:00:00
19351,Ulrike,Costain,1,0,S,M,29.0,Leisure,1956-08-20 00:00:00
19352,Rodger,Gayler,1,0,M,M,12.0,Work,1977-04-03 00:00:00
19353,Tisa,Faddis,0,0,M,F,35.0,Work,1987-11-25 00:00:00
19354,Mardell,Gabor,2,0,S,F,23.0,Work,1968-03-03 00:00:00
19355,Susan,Monger,2,0,S,M,29.0,Work,1978-04-20 00:00:00
19356,Gena,Aguliar,3,1,D,M,3.0,Leisure,1988-06-12 00:00:00
19357,Astrid,Velaquez,5,0,S,M,6.0,Work,1978-08-30 00:00:00
19358,Diedre,Chiarelli,0,1,M,F,15.0,Work,1953-03-29 00:00:00
19359,Noemi,Fricker,1,0,S,F,10.0,Work,1989-06-10 00:00:00
19360,Darron,Nilges,3,0,M,M,7.0,Work,1993-06-13 00:00:00
19361,Antonio,Dimpson,6,0,M,M,28.0,Work,1983-11-07 00:00:00
19362,Devon,Geuder,1,0,M,F,24.0,Leisure,1944-09-10 00:00:00
19363,Shela,Avitabile,4,0,S,M,21.0,Work,1998-02-28 00:00:00
19364,Laronda,Archibold,3,0,S,F,35.0,Work,1990-08-27 00:00:00
19365,Temple,Marcoguisepp,2,0,S,M,16.0,Work,1985-01-12 00:00:00
19366,Aretha,Vanstee,1,0,M,M,2.0,Work,1962-11-11 00:00:00
19367,Joann,Areola,1,1,M,M,1.0,Work,1968-09-23 00:00:00
19368,Gilma,Bohne,3,0,S,M,29.0,Work,1987-01-06 00:00:00
19369,Mohamed,Heverin,0,0,S,F,5.0,Leisure,1984-08-06 00:00:00
19370,Becki,Surface,5,0,S,M,35.0,Work,1971-01-23 00:00:00
19371,Xiomara,Langsam,3,0,S,M,4.0,Work,1962-12-10 00:00:00
19372,Freddie,Bumbalo,2,0,S,M,31.0,Work,1964-09-05 00:00:00
19373,Launa,Philipps,3,0,S,F,37.0,Work,1987-08-22 00:00:00
19374,Deane,Tibbals,1,0,S,M,33.0,Work,1974-08-26 00:00:00
19375,Salena,Lowhorn,5,0,S,F,39.0,Work,1977-01-10 00:00:00
19376,Ashlie,Anglade,6,1,M,M,15.0,Work,1980-05-02 00:00:00
19377,Johnny,Monier,2,0,S,F,28.0,Leisure,1979-04-02 00:00:00
19378,Laree,Grando,0,1,S,M,,Work, 
19379,Dorsey,Stohr,4,0,M,F,23.0,Work,1993-07-21 00:00:00
19380,Lilli,Swenor,1,0,S,F,,Work, 
19381,Genevie,Brindger,0,0,S,F,,Work, 
19382,Zana,Dekoning,3,0,S,F,2.0,Work,1979-01-14 00:00:00
19383,Ligia,Hansbrough,2,0,S,M,29.0,Work,1995-01-19 00:00:00
19384,Vella,Lawal,2,0,S,M,5.0,Leisure,1961-02-22 00:00:00
19385,Zola,Trepagnier,3,0,S,M,40.0,Work,1961-08-05 00:00:00
19386,Yuriko,Cruther,0,0,S,F,17.0,Work,1990-06-10 00:00:00
19387,Fermina,Dilchand,1,1,M,M,8.0,Leisure,1985-09-30 00:00:00
19388,Dante,Thaker,4,0,S,M,11.0,Leisure,1969-01-07 00:00:00
19389,Galina,Cullers,3,0,M,M,40.0,Work,1961-09-22 00:00:00
19390,Barbra,Fosmire,3,0,S,F,27.0,Work,1961-10-16 00:00:00
19391,Mandy,Guirgis,1,1,S,F,40.0,Leisure,1978-12-22 00:00:00
19392,Aaron,Meiste,3,1,M,F,6.0,Work,1983-04-02 00:00:00
19393,Ryan,Shemanski,4,0,S,F,14.0,Work,1956-11-29 00:00:00
19394,Ashton,Bodman,2,0,D,M,24.0,Work,1978-06-02 00:00:00
19395,Ardith,Feser,4,0,M,F,39.0,Work,1985-04-09 00:00:00
19396,Jacquiline,Karabin,6,1,S,M,21.0,Work,1978-07-26 00:00:00
19397,Sana,Mickenheim,6,2,S,M,28.0,Work,1989-11-08 00:00:00
19398,Gavin,Passmore,1,1,S,F,26.0,Work,1988-09-30 00:00:00
19399,Antoine,Mccleery,4,0,M,M,19.0,Leisure,1997-11-05 00:00:00
19400,Jewel,Turello,1,0,M,M,14.0,Leisure,1972-04-07 00:00:00
19401,Wade,Cibulskas,2,0,S,M,20.0,Work,1971-03-01 00:00:00
19402,Marlon,Hugghins,1,1,M,M,22.0,Work,1989-12-06 00:00:00
19403,Kristie,Taliulu,3,0,S,M,32.0,Work,1964-09-19 00:00:00
19404,Alexandra,Marx,1,0,S,F,9.0,Work,1944-08-27 00:00:00
19405,Dannie,Hanafin,1,0,S,M,30.0,Leisure,1977-03-06 00:00:00
19406,Ria,Pour,1,0,S,M,9.0,Work,1973-12-05 00:00:00
19407,Rebbecca,Gasior,0,0,S,F,16.0,Work,1981-08-19 00:00:00
19408,Lakiesha,Ledger,1,1,S,M,23.0,Leisure,1996-09-29 00:00:00
19409,Iluminada,Galamay,2,0,S,M,16.0,Work,1962-02-22 00:00:00
19410,Shira,Risko,6,0,S,F,37.0,Work,1983-10-02 00:00:00
19411,Vicenta,Debarros,0,1,S,M,22.0,Work,1988-02-06 00:00:00
19412,Cathleen,Lustig,1,0,S,F,15.0,Leisure,1981-02-19 00:00:00
19413,Irena,Mickey,3,0,S,F,32.0,Leisure,1966-10-26 00:00:00
19414,Layne,Shenkman,4,2,S,F,15.0,Work,1997-09-25 00:00:00
19415,Retha,Hendel,3,1,S,M,22.0,Leisure,1985-01-15 00:00:00
19416,Kieth,Mynatt,0,0,S,M,36.0,Work,1952-08-10 00:00:00
19417,Glynis,Burak,0,0,S,M,28.0,Work,1999-05-21 00:00:00
19418,Roselyn,Halstrom,1,0,S,M,33.0,Work,1987-07-05 00:00:00
19419,Cristobal,Tooley,0,2,S,M,19.0,Work,1978-10-10 00:00:00
19420,Jean,Champoux,0,0,S,F,12.0,Leisure,1999-03-09 00:00:00
19421,Ronnie,Wien,5,0,M,F,3.0,Work,1993-03-11 00:00:00
19422,Andrea,Chaviano,3,1,S,F,8.0,Work,1991-06-30 00:00:00
19423,Joya,Dehoyos,1,0,M,M,8.0,Work,1997-12-17 00:00:00
19424,Zulma,Mier,1,0,S,M,27.0,Work,1955-06-20 00:00:00
19425,Altha,Shellabarger,6,3,S,F,30.0,Work,1992-06-19 00:00:00
19426,Lorene,Barberr,3,0,M,M,3.0,Work,1984-09-17 00:00:00
19427,Kimberley,Bottiglieri,1,1,S,M,9.0,Work,1997-12-03 00:00:00
19428,Romona,Enos,1,0,M,F,29.0,Work,1972-01-18 00:00:00
19429,Felipe,Roark,3,0,S,M,7.0,Work,1990-03-08 00:00:00
19430,Kristy,Behal,2,0,M,F,13.0,Work,1990-03-31 00:00:00
19431,Halley,Poxon,0,0,M,M,37.0,Leisure,1962-01-01 00:00:00
19432,Charis,Weidner,0,0,S,F,24.0,Work,1959-10-28 00:00:00
19433,Ela,Mayshack,0,0,S,F,24.0,Work,1994-03-14 00:00:00
19434,Migdalia,Hooley,2,0,S,M,5.0,Work,1977-06-04 00:00:00
19435,Sherie,Redford,2,0,S,M,8.0,Work,1970-12-14 00:00:00
19436,Lauran,Western,2,0,S,F,10.0,Leisure,1961-11-19 00:00:00
19437,Margarite,Asbury,5,0,D,M,34.0,Work,1961-01-11 00:00:00
19438,Graig,Pozzuoli,5,0,S,M,23.0,Work,1971-04-30 00:00:00
19439,Humberto,Guidrey,4,1,S,F,,Work, 
19440,Leanne,Parlavecchio,6,0,S,M,27.0,Work,1994-08-08 00:00:00
19441,Jimmie,Trew,3,0,S,F,40.0,Leisure,1986-10-18 00:00:00
19442,Gerald,Koogle,2,0,S,M,26.0,Work,1956-07-28 00:00:00
19443,Adrian,Mclay,0,0,S,F,1.0,Work,1960-12-27 00:00:00
19444,Crysta,Behning,3,0,S,M,29.0,Work,1977-01-14 00:00:00
19445,Anjelica,Blom,0,2,S,M,15.0,Work,1988-10-17 00:00:00
19446,Tricia,Oder,6,4,D,M,23.0,Leisure,1984-01-31 00:00:00
19447,Lan,Jirak,3,1,S,M,18.0,Work,1963-06-13 00:00:00
19448,Laurence,Hobaugh,2,0,S,F,30.0,Work,1953-04-15 00:00:00
19449,Jamar,Mcmanaway,5,0,S,M,6.0,Work,1972-04-18 00:00:00
19450,Marissa,Desquare,5,1,M,F,40.0,Work,1986-02-27 00:00:00
19451,Cami,Eastman,6,4,D,M,38.0,Leisure,1989-10-11 00:00:00
19452,Vasiliki,Gardy,3,0,S,M,40.0,Work,1965-07-05 00:00:00
19453,Agustin,Lomartire,3,1,S,M,35.0,Work,1989-05-24 00:00:00
19454,Ferdinand,Knoebel,5,0,S,M,21.0,Work,1977-06-24 00:00:00
19455,Donnie,Serabia,3,1,M,F,4.0,Work,1989-06-21 00:00:00
19456,Latesha,Hardimon,0,0,S,F,28.0,Work,1976-01-26 00:00:00
19457,Zella,Fick,4,2,S,M,28.0,Work,1986-12-11 00:00:00
19458,Stephenie,Winsted,2,0,S,M,10.0,Work,1998-11-01 00:00:00
19459,Ema,Mintey,2,0,S,F,23.0,Leisure,1965-10-30 00:00:00
19460,Mardell,Shein,2,0,M,F,13.0,Work,1990-06-01 00:00:00
19461,Alline,Mcarthur,1,1,S,M,18.0,Work,1994-03-19 00:00:00
19462,Kenna,Vasko,5,1,S,F,10.0,Leisure,1978-10-29 00:00:00
19463,Signe,Gershey,2,0,S,M,14.0,Work,1986-12-23 00:00:00
19464,Ngoc,Quinci,2,0,S,M,3.0,Leisure,1969-06-05 00:00:00
19465,Leonor,Goehl,6,0,M,M,,Leisure, 
19466,Noella,Buzick,2,0,M,F,16.0,Work,1965-09-25 00:00:00
19467,Sandee,Daum,2,0,S,M,1.0,Work,1951-05-01 00:00:00
19468,Elayne,Lalli,3,1,S,M,9.0,Leisure,1964-02-25 00:00:00
19469,Micheal,Whiters,0,0,S,M,34.0,Leisure,1969-02-12 00:00:00
19470,Opal,Escobedo,5,0,S,F,17.0,Leisure,1992-04-18 00:00:00
19471,Kiyoko,Olds,0,1,M,M,28.0,Leisure,1999-08-14 00:00:00
19472,Nathaniel,Mattys,4,0,S,M,4.0,Leisure,1994-11-18 00:00:00
19473,Hyun,Pernin,5,0,S,F,14.0,Leisure,1992-12-23 00:00:00
19474,Leslie,Bianchi,6,4,M,F,17.0,Work,1965-07-16 00:00:00
19475,Ella,Cudney,3,1,S,M,31.0,Work,1962-03-03 00:00:00
19476,Aaron,Kaczor,5,2,S,M,35.0,Work,1984-05-14 00:00:00
19477,Valeria,Pratcher,6,0,S,F,38.0,Work,1975-02-17 00:00:00
19478,Candance,Duell,3,0,S,M,27.0,Work,1993-04-18 00:00:00
19479,Piedad,Latham,3,0,S,M,16.0,Work,1986-09-06 00:00:00
19480,Misty,Rohrback,4,0,S,F,22.0,Leisure,1997-01-25 00:00:00
19481,Gianna,Oplinger,1,0,S,M,5.0,Work,1980-05-03 00:00:00
19482,Louise,Blasing,2,0,M,F,23.0,Work,1998-01-02 00:00:00
19483,Zona,Seidell,0,1,S,M,3.0,Leisure,1995-07-28 00:00:00
19484,Jewel,Trout,6,0,S,F,,Work, 
19485,Lorraine,Ferruso,3,1,S,M,20.0,Leisure,1996-03-21 00:00:00
19486,Gabriella,Mosca,3,0,S,M,9.0,Work,1998-06-24 00:00:00
19487,Gerry,Hartlage,4,1,M,F,28.0,Work,1992-02-17 00:00:00
19488,Mack,Knupke,2,0,S,M,,Work, 
19489,Rufus,Bengston,0,0,S,F,37.0,Work,1981-12-28 00:00:00
19490,Laverne,Culotti,1,1,S,F,13.0,Work,1998-11-27 00:00:00
19491,Fredia,Eckis,3,0,S,F,4.0,Work,1989-06-14 00:00:00
19492,Brent,Dubiel,0,0,S,M,9.0,Leisure,1960-12-13 00:00:00
19493,Jama,Brackemyre,1,0,D,M,14.0,Work,1976-01-04 00:00:00
19494,Marilyn,Reiswig,0,1,S,M,18.0,Work,1994-11-19 00:00:00
19495,Joi,Wiebold,1,1,S,F,25.0,Leisure,1987-06-17 00:00:00
19496,Margeret,Summerill,3,0,S,M,,Work, 
19497,Martin,Bains,0,0,M,M,33.0,Leisure,1965-06-24 00:00:00
19498,Solomon,Hashem,1,0,S,M,28.0,Leisure,1963-07-26 00:00:00
19499,Dominick,Mendenhall,3,1,S,F,13.0,Work,1994-05-04 00:00:00
19500,Yevette,Clatterbuck,1,0,S,M,26.0,Leisure,1966-04-27 00:00:00
19501,Irving,Mcgranor,0,0,S,F,25.0,Work,1965-04-04 00:00:00
19502,Joshua,Grossenbacher,0,0,S,M,22.0,Work,1999-04-02 00:00:00
19503,Elin,Tuzzio,0,0,S,M,23.0,Work,1991-08-16 00:00:00
19504,Lavada,Brochhausen,4,0,S,M,4.0,Leisure,1976-02-08 00:00:00
19505,Hedy,Renosky,4,1,S,F,,Work, 
19506,Tequila,Sellin,1,0,M,M,9.0,Work,1971-01-22 00:00:00
19507,Carri,Jacobus,3,0,S,F,20.0,Leisure,1995-04-13 00:00:00
19508,Marylyn,Blattel,1,0,M,F,,Leisure, 
19509,Pedro,Chappuis,2,0,S,M,30.0,Work,1987-11-30 00:00:00
19510,Jeannetta,Elldrege,2,0,S,F,10.0,Work,1966-06-20 00:00:00
19511,Charity,Severns,2,0,S,M,22.0,Work,1974-04-30 00:00:00
19512,Wiley,Buteau,1,0,S,M,30.0,Work,1992-07-01 00:00:00
19513,Camille,Pichardo,0,0,M,M,32.0,Work,1977-04-13 00:00:00
19514,Shirleen,Costanza,3,0,M,F,22.0,Work,1987-09-30 00:00:00
19515,Faviola,Verni,3,1,S,M,6.0,Work,1976-11-24 00:00:00
19516,Eloise,Signaigo,2,0,S,M,5.0,Work,1992-03-17 00:00:00
19517,Mel,Yott,5,3,M,F,27.0,Work,1988-02-12 00:00:00
19518,Leigh,Fuston,6,0,S,M,16.0,Leisure,1964-10-06 00:00:00
19519,Markus,Serpa,4,0,S,F,,Work, 
19520,Louis,Gyllensten,3,0,M,F,14.0,Work,1986-07-25 00:00:00
19521,Serena,Perera,0,2,S,F,11.0,Work,1977-05-01 00:00:00
19522,Delana,Replogle,6,4,M,M,,Leisure, 
19523,Yevette,Axelrod,0,1,S,F,3.0,Work,1967-09-24 00:00:00
19524,Earl,Monceaux,0,0,S,M,27.0,Work,1961-02-01 00:00:00
19525,Pamula,Pertee,0,0,D,M,22.0,Work,1968-03-05 00:00:00
19526,Regena,Spurling,3,0,S,F,3.0,Work,1988-01-20 00:00:00
19527,Sharita,Swetnam,1,1,S,M,6.0,Leisure,1985-10-21 00:00:00
19528,Jimmie,Kempkens,3,1,S,F,20.0,Work,1988-09-25 00:00:00
19529,Luciana,Redway,1,0,S,F,6.0,Work,1971-11-30 00:00:00
19530,Luther,Pinzone,2,0,S,F,8.0,Work,1981-02-10 00:00:00
19531,Kena,Betancourth,5,3,M,M,16.0,Work,1970-06-17 00:00:00
19532,Elicia,Betak,2,0,S,M,40.0,Work,1965-06-19 00:00:00
19533,Rick,Keen,0,2,S,F,6.0,Leisure,1981-04-26 00:00:00
19534,Chanell,Pelow,5,3,S,M,5.0,Work,1994-07-21 00:00:00
19535,Miquel,Nixon,2,0,M,M,7.0,Work,1991-10-02 00:00:00
19536,Debroah,Aragaki,4,2,S,M,13.0,Work,1996-06-02 00:00:00
19537,Freda,Gerckens,1,0,S,M,1.0,Work,1976-04-09 00:00:00
19538,Wilfredo,Jungling,0,0,S,M,38.0,Work,1948-04-25 00:00:00
19539,Bernardo,Kellar,6,2,D,F,33.0,Leisure,1986-05-15 00:00:00
19540,Norman,Baseler,0,2,M,F,2.0,Work,1989-01-03 00:00:00
19541,Kip,Trivedi,6,3,M,M,11.0,Work,1991-03-13 00:00:00
19542,Corey,Urbano,3,1,S,M,35.0,Leisure,1984-02-20 00:00:00
19543,Debbi,Amburn,1,0,S,F,26.0,Work,1969-07-27 00:00:00
19544,Royce,Ballerini,3,1,S,M,27.0,Leisure,1962-09-12 00:00:00
19545,Norma,Antczak,3,0,S,M,37.0,Work,1976-12-17 00:00:00
19546,Milford,Sousa,4,1,S,M,34.0,Work,1973-03-09 00:00:00
19547,Santos,Reyome,0,0,S,M,7.0,Work,1967-06-14 00:00:00
19548,Mack,Robles,0,2,S,M,23.0,Work,1961-07-29 00:00:00
19549,Suk,Rubano,4,1,M,F,,Work, 
19550,Nestor,Carvey,2,0,S,M,40.0,Leisure,1970-09-02 00:00:00
19551,Allison,Rana,1,1,M,M,31.0,Work,1988-08-23 00:00:00
19552,Yer,Amolsch,0,1,M,M,15.0,Leisure,1960-05-09 00:00:00
19553,Aurea,Bansbach,6,4,M,M,6.0,Leisure,1972-02-29 00:00:00
19554,Afton,Szumski,0,1,S,F,23.0,Work,1964-04-01 00:00:00
19555,Joleen,Misko,1,1,S,F,36.0,Work,1967-02-18 00:00:00
19556,Mathilda,Cabell,6,0,S,M,38.0,Work,1991-08-29 00:00:00
19557,Shiloh,Krukowski,0,1,M,M,34.0,Work,1970-11-14 00:00:00
19558,Enola,Talk,6,0,S,M,32.0,Work,1978-08-18 00:00:00
19559,Louanne,Gerken,3,0,S,F,18.0,Leisure,1972-08-04 00:00:00
19560,Zackary,Nanes,4,0,S,M,8.0,Work,1993-07-19 00:00:00
19561,Trinidad,Arens,3,1,S,M,39.0,Work,1975-05-17 00:00:00
19562,Doris,Brayer,3,0,S,F,9.0,Work,1967-02-26 00:00:00
19563,Tula,Sowells,5,0,S,F,31.0,Work,1977-04-04 00:00:00
19564,Melanie,Harvat,1,0,M,F,31.0,Work,1971-02-24 00:00:00
19565,Ellan,Besch,5,3,M,F,20.0,Work,1978-07-24 00:00:00
19566,Breanna,Gurney,4,1,M,F,7.0,Leisure,1992-08-31 00:00:00
19567,Delcie,Eric,1,1,S,M,27.0,Work,1972-12-06 00:00:00
19568,Levi,Parmantier,0,0,S,M,20.0,Work,1975-09-27 00:00:00
19569,Everette,Schaubert,5,2,S,M,13.0,Work,1989-07-28 00:00:00
19570,Vilma,Jochems,4,0,S,M,33.0,Work,1978-11-01 00:00:00
19571,Porsha,Klosky,4,1,S,M,37.0,Work,1990-09-12 00:00:00
19572,Sanda,Ask,6,0,D,M,7.0,Work,1992-07-19 00:00:00
19573,Aline,Gelfo,5,0,S,M,32.0,Work,1984-03-04 00:00:00
19574,Jackie,Lidey,6,1,S,M,4.0,Leisure,1994-03-06 00:00:00
19575,Edgar,Hambelton,3,0,S,M,38.0,Work,1964-08-12 00:00:00
19576,Robert,Pacquette,3,0,S,M,28.0,Work,1986-12-13 00:00:00
19577,Marilyn,Lanciotti,1,1,M,F,20.0,Leisure,1961-08-13 00:00:00
19578,Myrl,Schmollinger,3,0,M,M,7.0,Work,1987-09-05 00:00:00
19579,Ariel,Standish,2,0,S,M,32.0,Work,1991-08-30 00:00:00
19580,Benny,Heiliger,3,0,S,F,17.0,Work,1984-07-02 00:00:00
19581,Nieves,Mapa,3,1,D,M,28.0,Leisure,1966-02-16 00:00:00
19582,Simona,Bininger,2,0,S,M,22.0,Work,1956-11-08 00:00:00
19583,Lena,Philpott,6,3,S,M,31.0,Work,1979-02-20 00:00:00
19584,Chang,Lozada,0,0,S,M,,Work, 
19585,Daisy,Emberlin,2,0,S,M,36.0,Work,1986-04-16 00:00:00
19586,Ja,Besen,1,0,S,M,15.0,Leisure,1953-07-20 00:00:00
19587,Ashlyn,Sonterre,3,0,M,M,,Work, 
19588,Alphonso,Mador,5,0,S,M,26.0,Leisure,1967-10-11 00:00:00
19589,Letty,Shuff,2,0,S,M,36.0,Leisure,1987-07-07 00:00:00
19590,Jeanene,Cacciatore,6,1,S,F,16.0,Work,1984-05-09 00:00:00
19591,Lovella,Golde,3,1,M,M,9.0,Work,1995-04-16 00:00:00
19592,Claretta,Growney,2,0,S,M,21.0,Work,1992-03-10 00:00:00
19593,Britt,Heon,0,0,M,M,4.0,Work,1977-07-08 00:00:00
19594,Lance,Vinup,3,1,S,M,7.0,Work,1987-10-13 00:00:00
19595,Tyesha,Keasey,1,0,S,F,30.0,Work,1957-08-06 00:00:00
19596,Kayleigh,Igtanloc,4,0,S,M,35.0,Work,1977-08-08 00:00:00
19597,Lindsay,Galanti,3,0,M,F,1.0,Work,1986-11-24 00:00:00
19598,Lavelle,Para,6,0,S,M,22.0,Work,1963-12-04 00:00:00
19599,Juana,Rymut,3,1,M,M,3.0,Leisure,1975-09-11 00:00:00
19600,Roberto,Sidhu,2,0,S,M,8.0,Work,1963-08-21 00:00:00
19601,Kirsten,Freeze,4,0,S,F,9.0,Leisure,1989-11-27 00:00:00
19602,Weston,Helverson,2,0,S,M,7.0,Work,1991-12-31 00:00:00
19603,Janie,Jacome,2,0,M,F,22.0,Work,1996-12-01 00:00:00
19604,Brenton,Bucio,0,2,M,M,14.0,Work,1996-06-15 00:00:00
19605,Donna,Devaughan,1,1,S,F,26.0,Work,1998-11-21 00:00:00
19606,Petronila,Spurgin,3,0,D,M,24.0,Leisure,1972-10-03 00:00:00
19607,Kasandra,Koba,3,0,M,M,40.0,Work,1974-03-01 00:00:00
19608,Daine,Bucolo,1,0,S,F,26.0,Work,1987-08-16 00:00:00
19609,Moses,Wanberg,2,0,S,F,27.0,Work,1974-03-17 00:00:00
19610,Kasey,Beaulac,4,0,D,F,27.0,Leisure,1967-09-04 00:00:00
19611,Leanne,Mineconzo,3,1,M,F,39.0,Leisure,1961-05-19 00:00:00
19612,Cleopatra,Grinage,5,0,S,F,10.0,Work,1974-09-04 00:00:00
19613,Chad,Summar,0,0,M,M,1.0,Work,1988-02-23 00:00:00
19614,Tashina,Brabazon,2,0,S,M,23.0,Work,1959-01-22 00:00:00
19615,Verla,Hans,2,0,S,M,16.0,Work,1988-05-19 00:00:00
19616,Soila,Leonardi,4,0,S,M,35.0,Work,1950-11-16 00:00:00
19617,April,Divento,0,0,S,M,20.0,Leisure,1967-03-23 00:00:00
19618,Delorse,Misra,3,1,S,F,31.0,Work,1991-07-22 00:00:00
19619,Isidro,Musilli,4,2,M,M,26.0,Work,1987-06-07 00:00:00
19620,Lottie,Carreno,6,0,M,M,1.0,Work,1993-02-09 00:00:00
19621,Tommy,Satchell,0,0,S,F,27.0,Work,1982-04-06 00:00:00
19622,Tina,Samudio,1,0,M,F,21.0,Work,1990-03-31 00:00:00
19623,Karren,Venditti,1,0,S,F,25.0,Work,1977-12-09 00:00:00
19624,Chu,Ogasawara,2,0,S,M,11.0,Work,1985-11-17 00:00:00
19625,Lida,Edminster,5,3,S,M,31.0,Leisure,1990-05-20 00:00:00
19626,Aida,Ehleiter,0,0,S,M,2.0,Work,1962-03-18 00:00:00
19627,Lahoma,Dames,1,1,S,F,27.0,Work,1957-08-06 00:00:00
19628,Elisabeth,Floor,3,0,S,M,37.0,Leisure,1974-04-07 00:00:00
19629,Alvaro,Cherne,6,2,S,M,16.0,Work,1978-04-27 00:00:00
19630,Marchelle,Rath,3,0,S,M,9.0,Leisure,1970-05-30 00:00:00
19631,Gertrudis,Hauenstein,5,3,S,M,4.0,Leisure,1990-10-04 00:00:00
19632,Lidia,Guevara,5,0,S,M,12.0,Work,1997-08-06 00:00:00
